Instance,Income
112528,35622.83150117453
112529,23067.54300769874
112530,108444.25391010569
112531,122417.06230871516
112532,172137.1247153335
112533,118673.22918025813
112534,229421.20483844305
112535,51166.93677329831
112536,118756.38223896758
112537,37215.86621731882
112538,15028.650934026955
112539,148563.03032002147
112540,25083.432325301466
112541,82285.30698859465
112542,229729.28853220187
112543,68762.18011475161
112544,216267.19237086296
112545,36105.18017472821
112546,33797.82024790262
112547,105158.96971732633
112548,597940.3627953309
112549,78151.2388339023
112550,82318.52359523189
112551,10350.199899832336
112552,129189.43674856117
112553,53447.036819760084
112554,88457.222018757
112555,28177.65976563616
112556,89362.23955188299
112557,51704.086024336335
112558,110100.08445287445
112559,31887.13744753376
112560,28355.269876873244
112561,189345.94273535887
112562,24206.755401275623
112563,144812.66054266007
112564,387905.162946584
112565,147997.086188103
112566,51682.16048069691
112567,50473.806571642664
112568,21416.002386085882
112569,86380.90285066664
112570,39607.95369383247
112571,151532.56601391349
112572,177503.2140374938
112573,33121.85570741508
112574,65847.59870535617
112575,91348.75543447772
112576,69272.89620426118
112577,258124.30844553912
112578,306792.5609599842
112579,102821.07315803629
112580,133285.82475978183
112581,37527.33522979249
112582,16063.259192296806
112583,11522.238554629974
112584,231232.49817824928
112585,28116.80930866151
112586,26633.28479566324
112587,136883.90959358864
112588,84456.95805781863
112589,198163.8142861327
112590,7225.717253566176
112591,134157.29477850854
112592,33190.320807101874
112593,23283.71609971508
112594,30926.53019678687
112595,32582.30279058242
112596,75864.34834046892
112597,52475.67757590009
112598,38647.63470571039
112599,8379.131317521029
112600,26133.19820692867
112601,133463.40055336218
112602,28621.6152535804
112603,77548.10861942903
112604,161857.37815645206
112605,18775.706735868356
112606,58274.49731443663
112607,44986.85405978416
112608,91592.72946692785
112609,276142.6322158165
112610,67151.95418177468
112611,184455.9092234314
112612,165356.19170081607
112613,109379.65136512075
112614,202418.29500590038
112615,61867.43201626027
112616,99030.59558280293
112617,97656.65771912248
112618,345692.5477058484
112619,42660.14758667634
112620,30094.079831119707
112621,29052.86205769764
112622,97978.24273013414
112623,70958.47110860849
112624,39960.446424327274
112625,43693.44728896522
112626,135200.7278658977
112627,35731.96564876546
112628,46952.67847281343
112629,50252.31980057322
112630,46424.964434267225
112631,72850.81998270802
112632,204259.73738836052
112633,139085.09525630725
112634,25751.52206762117
112635,51834.10179263136
112636,83261.49934848837
112637,177939.13413208665
112638,22408.578869570785
112639,56724.526582295766
112640,33129.15768815616
112641,33512.096363264594
112642,248808.52474985094
112643,37912.416761934335
112644,120991.51508159451
112645,63093.46481115201
112646,10620.473535786237
112647,32822.87870935937
112648,62635.057195898684
112649,35629.85395356464
112650,6035.02907394478
112651,41834.76535097073
112652,18324.508405212837
112653,34289.12224388358
112654,49743.64151617926
112655,32284.404444819906
112656,19828.345201280612
112657,283613.08879665984
112658,631308.7728115532
112659,114288.55441968128
112660,47182.49273345794
112661,186169.5962046237
112662,105022.72308737937
112663,98076.36034338259
112664,237552.35995571053
112665,427133.7922997265
112666,116341.54245173644
112667,31336.928676195505
112668,50562.09324060627
112669,121180.14816702051
112670,8391.380237604637
112671,205844.41127262608
112672,115825.30319732845
112673,57349.7296537276
112674,27608.22149685792
112675,46127.4097680249
112676,40871.37687332709
112677,50580.33692205448
112678,12019.91449093605
112679,103082.8355378572
112680,111674.19496425027
112681,27361.180326326088
112682,110956.58464915288
112683,11903.927461085772
112684,229642.08647834545
112685,36011.79884318255
112686,35309.954387959064
112687,21046.21266763834
112688,24502.79040650598
112689,129012.5833457991
112690,35922.40087516373
112691,56059.667608130476
112692,37858.22351364141
112693,124640.78170263444
112694,32969.11003164117
112695,146035.41911551336
112696,153246.684459969
112697,115145.91084667455
112698,90481.37334425586
112699,292329.72474732006
112700,203958.16721041806
112701,392440.1398645738
112702,131757.80660879606
112703,42536.64943684395
112704,79383.9644866137
112705,232201.1322978106
112706,77664.06150055106
112707,34227.87949634588
112708,111134.80571437733
112709,144337.5850821443
112710,57672.45442477641
112711,79413.45040549997
112712,4273.4364824801
112713,56931.67171878154
112714,114412.59070369671
112715,104934.01447688564
112716,34531.50434840456
112717,24735.715326968788
112718,142573.8267126933
112719,38824.73458839358
112720,28448.263610450907
112721,37487.79946548154
112722,45043.55423146119
112723,32285.456235017034
112724,44224.677892205415
112725,62425.767328679176
112726,4686.119492220237
112727,78860.6815096452
112728,141097.91723441458
112729,59420.523675030156
112730,37647.17525096562
112731,61723.45866468131
112732,19483.904049985696
112733,63535.354308280366
112734,206636.31694155067
112735,15395.974265913506
112736,69493.69587445502
112737,65093.40769530741
112738,418566.9719799945
112739,32223.945728012823
112740,82091.94321656854
112741,6340.1695625310695
112742,11923.47422210126
112743,33618.82579202269
112744,114287.6869715089
112745,153819.0185594868
112746,44359.98221656176
112747,74776.75330735857
112748,321803.73493721
112749,54666.36770823988
112750,5945.922647868925
112751,349367.2068028
112752,60597.577925097365
112753,24356.513205123585
112754,93809.87054969603
112755,43590.42903516426
112756,57050.013711788844
112757,87326.90452195062
112758,16758.923207014435
112759,4780.649095395997
112760,34736.98637879988
112761,104431.80995464303
112762,341202.7347470997
112763,26144.02808436034
112764,145307.2422735566
112765,26690.38315048126
112766,82445.54171397345
112767,808793.6938499038
112768,18542.226644277747
112769,95272.5719540837
112770,44274.27722086001
112771,61663.88847520272
112772,22116.15856472065
112773,97973.62786089862
112774,21728.95507188948
112775,100005.81571894283
112776,31986.307720540994
112777,31755.901955214053
112778,702966.923709987
112779,184367.76340015596
112780,157877.4776830198
112781,97357.28905971625
112782,38717.73965600111
112783,54275.59135811971
112784,48629.28428496721
112785,15997.036871356364
112786,87562.8701233265
112787,39094.15732886091
112788,28467.622913554213
112789,80266.95962781453
112790,125885.16368471054
112791,116840.76143343248
112792,10234.826174117263
112793,65284.775968485614
112794,575395.4906945293
112795,31334.63856526545
112796,39753.09142270772
112797,45979.97683850372
112798,78931.96637764211
112799,111240.96900364266
112800,47470.226464666026
112801,8323.07605323685
112802,165699.85544825334
112803,486229.3869287663
112804,31362.764202404087
112805,47306.358999156284
112806,20274.36172957469
112807,23239.36506562811
112808,279810.3380079932
112809,34013.12498303887
112810,184383.88447898405
112811,148611.03679600038
112812,77930.06242914179
112813,215034.96100502624
112814,56238.26945174071
112815,42023.879136106574
112816,35745.211715780584
112817,71084.93172488282
112818,55872.13562478346
112819,62453.102783608774
112820,311868.6238507145
112821,23166.763850562562
112822,38903.19862091909
112823,41194.100614261246
112824,31367.30343123062
112825,30403.866458586934
112826,75465.13036055071
112827,45869.141196613884
112828,83089.69123300047
112829,24564.649535141023
112830,72659.1910878963
112831,74962.698146861
112832,144380.40749139662
112833,127801.29886510014
112834,47209.27759352942
112835,138841.56428252286
112836,38882.74075474432
112837,128486.63902204447
112838,428179.58921615314
112839,38747.83475551655
112840,138432.58445737849
112841,56448.731912977695
112842,185891.37655730025
112843,48599.19248444091
112844,20500.3901631309
112845,45525.70010123922
112846,283342.7240957807
112847,66079.39823008195
112848,194292.52825692415
112849,122870.75217935955
112850,170182.9754766899
112851,196793.27530651723
112852,21898.507525131536
112853,297569.9616158505
112854,41966.679704525464
112855,283877.3711145925
112856,45415.871087352985
112857,20519.87419679893
112858,40155.048372165875
112859,146347.45459002352
112860,42680.28564851069
112861,222429.34754196275
112862,17580.81057641369
112863,70442.43615598907
112864,182836.2230887436
112865,8467.588408003903
112866,250468.65367879372
112867,11395.335627961926
112868,20583.888911362177
112869,92275.82608266376
112870,75665.69128003022
112871,124955.8663326521
112872,30456.006430519563
112873,148629.65018746443
112874,95178.79245554008
112875,81189.33734309823
112876,218700.19041466454
112877,43509.38231627449
112878,299054.3879049154
112879,323887.4855135947
112880,52193.434944395296
112881,47460.4958755165
112882,502235.2380838217
112883,33576.2916525232
112884,24049.46434575304
112885,54420.422991326326
112886,84329.9388845807
112887,25568.331058180305
112888,111424.35598240596
112889,84144.88928055092
112890,203618.4733928691
112891,129716.34503384978
112892,73332.82644689517
112893,40749.13976341871
112894,292684.5658495393
112895,27000.441289269613
112896,40404.55373652353
112897,52762.697186279955
112898,178694.28989243825
112899,30128.112642416938
112900,61249.54755813523
112901,67976.62714568834
112902,28788.785613612963
112903,173970.5775398193
112904,220175.58612324006
112905,63228.709587258345
112906,51694.17317532713
112907,3843.5297061344845
112908,5409.339071792427
112909,457436.0270128178
112910,122892.27559157704
112911,64349.02114664507
112912,19289.3242823596
112913,73275.97153816358
112914,10579.027055751474
112915,216458.3233566399
112916,314968.48769628635
112917,77483.68816160884
112918,87049.90955531762
112919,53977.982301097
112920,38833.683741250534
112921,21220.305487346446
112922,148004.36761977465
112923,92385.46484262697
112924,67200.72518056091
112925,192608.6245571454
112926,6411.6247709109375
112927,3358.978149715212
112928,33104.34451431553
112929,81601.62358188014
112930,527175.8441159278
112931,69869.3313162507
112932,163897.0689347887
112933,17465.295043455833
112934,66776.41398112383
112935,79016.54871130252
112936,144536.68276280895
112937,410903.2352365606
112938,60896.231996131944
112939,21217.109124649593
112940,48632.12132068983
112941,463117.6830632289
112942,29779.923763885086
112943,268796.31207440473
112944,40680.79670714102
112945,123729.41887231887
112946,50339.95621173707
112947,33617.08195918995
112948,42158.358624909364
112949,48816.50054652595
112950,159943.1991778308
112951,45887.48876641593
112952,25001.219867793618
112953,39141.51902407999
112954,67734.43924082044
112955,23987.581434241652
112956,24278.329239347033
112957,12124.424637072781
112958,683719.5190381763
112959,58667.399064290454
112960,47548.37700915467
112961,335562.09377841454
112962,75976.63354470972
112963,96368.58355071177
112964,19845.499994256268
112965,40068.734430313474
112966,566501.447853594
112967,35731.77500215096
112968,20273.709854657962
112969,68359.25818937496
112970,16959.859966167256
112971,64746.64643608689
112972,204265.8574980216
112973,43225.760567798374
112974,68464.43576537611
112975,47891.92965570834
112976,30532.874794133204
112977,15857.649520675053
112978,94688.8156252624
112979,275075.9713121858
112980,618797.7195047557
112981,52852.13547159581
112982,37556.43229742053
112983,104590.35786665246
112984,21320.176722829754
112985,9492.483655007061
112986,31175.987689630932
112987,24316.504968561592
112988,32491.990519594718
112989,62718.94405801559
112990,67735.26417411875
112991,34753.75537630056
112992,10561.74369934098
112993,84684.261117139
112994,7518.11094095205
112995,157565.26518554246
112996,28110.129096590263
112997,378590.281228705
112998,46594.53028492535
112999,59564.41348770387
113000,23368.02659174625
113001,25399.9039376051
113002,26556.379676038803
113003,80559.31572768037
113004,88876.1427155723
113005,13442.499291431523
113006,49180.810919670665
113007,26854.24562540697
113008,31689.075093264513
113009,26491.52102821999
113010,33773.747372835605
113011,30473.196262973477
113012,24368.46852848191
113013,50301.45528602507
113014,88298.10334095056
113015,149584.14019330428
113016,382080.23546094866
113017,92498.09004240316
113018,54392.89026798958
113019,160221.51102120097
113020,52691.162853432295
113021,43820.40081872217
113022,53891.38986643802
113023,49482.1355898729
113024,77807.2169038406
113025,13110.562093860313
113026,7357.9101365138895
113027,42651.59447927254
113028,30510.994838215418
113029,168259.01999012768
113030,62026.30805246702
113031,57126.84901155867
113032,8702.74875035339
113033,113909.80669157092
113034,35797.707625999974
113035,37893.63926116724
113036,152631.49633933234
113037,90104.70512133036
113038,79275.31488631268
113039,75575.59431701519
113040,46242.1911843259
113041,20435.60660574126
113042,213383.53970083978
113043,30695.507861957292
113044,334886.97583730833
113045,768248.3977754485
113046,54092.93790749726
113047,21618.00619814343
113048,30552.27446571327
113049,135554.23498364582
113050,120329.34262532725
113051,119090.54319885552
113052,342.2194541081999
113053,87407.02293204439
113054,51922.849002569645
113055,38960.404067203104
113056,74257.62017464846
113057,22403.60747833648
113058,23896.44003517046
113059,66719.17855328195
113060,69006.67388259197
113061,50490.75142083039
113062,64470.167337706094
113063,203819.74005797395
113064,145330.1126346112
113065,42473.43072464092
113066,19528.05214629848
113067,73376.93107336525
113068,84729.09732236741
113069,14415.289401573616
113070,95449.46132311641
113071,150216.05495912558
113072,41135.34047236154
113073,279330.6953783719
113074,204900.76398259096
113075,38810.663765718
113076,107652.38178012567
113077,45676.93865073966
113078,41754.765678181415
113079,64101.012786195366
113080,63764.26191431247
113081,56031.178051265786
113082,32214.48319794574
113083,61019.62574923822
113084,68542.84205521372
113085,25679.976842169308
113086,184714.70182685147
113087,723740.8897129839
113088,41706.778118232876
113089,177141.92404430825
113090,19732.129504820157
113091,48522.7460432858
113092,80149.34142105519
113093,52263.210370527115
113094,145262.5961080085
113095,159492.99930245703
113096,45188.188145382606
113097,36483.069125320195
113098,232990.5328691164
113099,9965.032442482201
113100,39268.48265520274
113101,294944.14289529645
113102,285061.95992506796
113103,49054.208499636996
113104,31183.083843725602
113105,13704.200739204254
113106,138468.54823927637
113107,109222.16637624528
113108,116657.80530888333
113109,24149.441177611778
113110,63696.89278379089
113111,114205.74326611485
113112,81273.66811113668
113113,145923.95866593384
113114,33075.61109456434
113115,38441.93318706247
113116,75275.89767400557
113117,194986.38745620113
113118,3300.8810311934217
113119,189958.75952951488
113120,79666.03730254513
113121,56198.21167462739
113122,125541.35624795101
113123,396314.6109956097
113124,23029.508589051846
113125,129288.32640475569
113126,113388.65038639435
113127,71296.13240398951
113128,17497.331148727746
113129,201708.90733451038
113130,123970.80671071529
113131,56877.17116136305
113132,118140.25373389461
113133,72413.14286661784
113134,357194.0613765645
113135,99352.6552568927
113136,103319.06415262207
113137,24583.749249875007
113138,75830.7527182765
113139,114904.4904650235
113140,157226.97654173913
113141,72341.19498355886
113142,19441.042062450437
113143,51914.33932178969
113144,194802.15164440527
113145,76136.31886510391
113146,57166.84502775284
113147,25682.51822226635
113148,203836.94900710814
113149,50228.21419267286
113150,30178.376723657424
113151,37977.64341250618
113152,43968.6677460266
113153,198933.35144565144
113154,84175.0984652865
113155,49862.91589706386
113156,769536.1573689269
113157,197075.6200786128
113158,37845.5681371071
113159,221650.82494624704
113160,25269.005979862606
113161,141202.36423093436
113162,57841.93324736279
113163,28563.386154880533
113164,50576.61959439539
113165,252270.0876304549
113166,24767.27099197768
113167,135956.41324013035
113168,36993.37360475759
113169,51801.744652714595
113170,246623.24234990234
113171,72684.17768573682
113172,126287.00855228539
113173,15509.877681287604
113174,123209.17961600573
113175,56787.106432617125
113176,84187.75154778262
113177,91102.41276902742
113178,34957.270830308786
113179,5531.184899778365
113180,13915.686300415999
113181,48439.73578766636
113182,23752.065244783094
113183,26906.909047902027
113184,50108.90509444172
113185,94975.02701886209
113186,134757.64314795108
113187,154114.77878860245
113188,27083.180459837444
113189,155179.57478822593
113190,28014.189820228115
113191,15243.466124470653
113192,31032.613045380873
113193,96957.7367310494
113194,56116.52470416734
113195,211563.038627423
113196,41213.2095082639
113197,817246.1228872202
113198,81686.92527530066
113199,53006.141533969465
113200,25587.362530482023
113201,40072.475300086255
113202,18650.197729624437
113203,27133.42831151384
113204,143742.29686034936
113205,705929.7156751959
113206,87110.17524871194
113207,31908.47716791723
113208,212359.86696833774
113209,103913.04249050417
113210,107920.57489335521
113211,35511.80486008531
113212,97646.70620577781
113213,63769.20568586654
113214,44326.69587403774
113215,83587.41654944507
113216,76294.460682985
113217,19289.279029381953
113218,37497.790327228824
113219,12248.719861286549
113220,152011.15031667004
113221,14200.36811400152
113222,16226.370982298165
113223,126722.86509950044
113224,31220.36578014977
113225,81283.48443091544
113226,44024.57064206025
113227,58527.074089800706
113228,45287.993067497184
113229,5394.1114995961425
113230,34943.12491193636
113231,32156.544217162624
113232,277814.9812977606
113233,54540.85534136207
113234,39754.006082534645
113235,240840.2512762723
113236,61262.536034277786
113237,215484.62820256993
113238,83893.42938169734
113239,31334.704936818383
113240,60102.08811835212
113241,96078.71591876066
113242,101112.07517135894
113243,96250.50365618299
113244,45689.81397445662
113245,93809.74850182974
113246,71003.08310559935
113247,62368.726073955964
113248,60372.98088156017
113249,94599.54943392886
113250,327197.9688405093
113251,71797.04906412098
113252,41519.830854058295
113253,10521.94208461792
113254,67272.38454759377
113255,208715.84783590236
113256,33097.516867081
113257,94799.79467297145
113258,33731.1163825304
113259,23536.555090201666
113260,72363.10290748325
113261,25402.508053915724
113262,66782.76510729789
113263,536478.0659467452
113264,8276.470166446426
113265,61028.73456592979
